query number;run 1;run 2;run 3;run 4;run 5;run 6;run 7;run 8;run 9;run 10
 query 1;9;371;300;295;437;327;305;294;306;311 query 2;152;140;211;166;145;162;161;221;132;164 query 3;2;0;1;0;1;0;0;1;1;1 query 4;0;0;0;0;1;0;0;0;0;0 query 5;1;1;1;1;0;0;23;0;1;1 query 6;0;0;1;1;1;0;0;0;1;0 query 7;395;289;230;293;92;240;261;93;74;74 query 8;385;332;333;331;414;349;401;467;371;382 query 9;229;219;211;213;205;235;212;220;264;248
